BEGIN,EntityId=424017,Frequency=ponctuel
EntityId=424017,ReportTypeName=Multiple,Frequency=ponctuel,FromDate=2025-10-16,ToDate=2025-10-18,GenerationDate=2025-11-17,GenerationTime=10:58:12
"Type de dossier","Code de devise de la présentation","Code de devise de règlement","Type de MOP","Code de réponse","Response Description","Code d’approbation de l’autorisation de l’entreprise","Nombre total de transactions","Montant","Nombre de transactions refusées","Pourcentage du nombre total d'autorisations","Pourcentage de statut d'autorisation","Pourcentage de refus de transactions"
"Authorization Summary","USD","USD","American Express  (AX)","100","Approuvé","Approved","676","50296.04000000","0","0.9122807018","1","0"
"Authorization Summary","USD","USD","American Express  (AX)","104","Aucune raison pour un refus","Not Approved","23","0.00000000","23","0.0310391363","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","201","Numéro de compte CC incorrect","Not Approved","10","2010.00000000","10","0.01349527665","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","302","Limite de crédit","Not Approved","7","2114.00000000","7","0.009446693657","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","303","Refus du responsable du traitement","Not Approved","4","1212.00000000","4","0.005398110661","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","501","Récupérez","Not Approved","7","3507.00000000","7","0.009446693657","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","530","Ne pas reconnaître","Not Approved","7","3710.00000000","7","0.009446693657","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","904","Invalid Effective Date","Not Approved","7","6328.00000000","7","0.009446693657","1","1"
"Authorization Summary","USD","USD","Discover  (DI)","100","Approuvé","Approved","134","4444.08000000","0","0.9178082192","1","0"
"Authorization Summary","USD","USD","Discover  (DI)","104","Aucune raison pour un refus","Not Approved","6","0.00000000","6","0.04109589041","1","1"
"Authorization Summary","USD","USD","Discover  (DI)","595","Nouvelle carte émise","Not Approved","6","3570.00000000","6","0.04109589041","1","1"
"Authorization Summary","USD","USD","Discover Diners (DD)","100","Approuvé","Approved","126","3544.08000000","0","0.875","1","0"
"Authorization Summary","USD","USD","Discover Diners (DD)","104","Aucune raison pour un refus","Not Approved","18","0.00000000","18","0.125","1","1"
"Authorization Summary","USD","USD","JCB  (JC)","100","Approuvé","Approved","126","3824.08000000","0","0.9545454545","1","0"
"Authorization Summary","USD","USD","JCB  (JC)","104","Aucune raison pour un refus","Not Approved","6","0.00000000","6","0.04545454545","1","1"
"Authorization Summary","ARS","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","287","12711.00000000","0","0.1360834519","0.1389157793","0"
"Authorization Summary","CLP","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","282","1225100.00000000","0","0.13371266","0.1364956438","0"
"Authorization Summary","MXN","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","351","14472.80000000","0","0.1664295875","0.169893514","0"
"Authorization Summary","PEN","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","285","38350.40000000","0","0.1351351351","0.1379477251","0"
"Authorization Summary","USD","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","861","50763.99000000","0","0.4082503556","0.4167473379","0"
"Authorization Summary","ARS","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001896633476","0.16","0.16"
"Authorization Summary","CLP","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001896633476","0.16","0.16"
"Authorization Summary","MXN","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001896633476","0.16","0.16"
"Authorization Summary","PEN","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001896633476","0.16","0.16"
"Authorization Summary","USD","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","9","0.00000000","9","0.00426742532","0.36","0.36"
"Authorization Summary","ARS","USD","MasterCard  (MC) - Credit","304","Ne figure pas dans les dossiers","Not Approved","4","1216.00000000","4","0.001896633476","0.2222222222","0.2222222222"
"Authorization Summary","MXN","USD","MasterCard  (MC) - Credit","304","Ne figure pas dans les dossiers","Not Approved","4","1216.00000000","4","0.001896633476","0.2222222222","0.2222222222"
"Authorization Summary","PEN","USD","MasterCard  (MC) - Credit","304","Ne figure pas dans les dossiers","Not Approved","4","1216.00000000","4","0.001896633476","0.2222222222","0.2222222222"
"Authorization Summary","USD","USD","MasterCard  (MC) - Credit","304","Ne figure pas dans les dossiers","Not Approved","6","1824.00000000","6","0.002844950213","0.3333333333","0.3333333333"
"Authorization Summary","COP","USD","MasterCard  (MC) - Signature Debit","100","Approuvé","Approved","288","12586.20000000","0","0.5236363636","0.5373134328","0"
"Authorization Summary","USD","USD","MasterCard  (MC) - Signature Debit","100","Approuvé","Approved","248","15968.04000000","0","0.4509090909","0.4626865672","0"
"Authorization Summary","COP","USD","MasterCard  (MC) - Signature Debit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.007272727273","0.4","0.4"
"Authorization Summary","USD","USD","MasterCard  (MC) - Signature Debit","104","Aucune raison pour un refus","Not Approved","6","0.00000000","6","0.01090909091","0.6","0.6"
"Authorization Summary","COP","USD","MasterCard  (MC) - Signature Debit","304","Ne figure pas dans les dossiers","Not Approved","4","1216.00000000","4","0.007272727273","1","1"
"Authorization Summary","ARS","USD","Visa  (VI) - Credit","100","Approuvé","Approved","265","11535.00000000","0","0.1261904762","0.1284537082","0"
"Authorization Summary","COP","USD","Visa  (VI) - Credit","100","Approuvé","Approved","265","11572.00000000","0","0.1261904762","0.1284537082","0"
"Authorization Summary","PEN","USD","Visa  (VI) - Credit","100","Approuvé","Approved","267","32552.00000000","0","0.1271428571","0.1294231701","0"
"Authorization Summary","USD","USD","Visa  (VI) - Credit","100","Approuvé","Approved","1266","81808.02000000","0","0.6028571429","0.6136694135","0"
"Authorization Summary","ARS","USD","Visa  (VI) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001904761905","0.1290322581","0.1290322581"
"Authorization Summary","COP","USD","Visa  (VI) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001904761905","0.1290322581","0.1290322581"
"Authorization Summary","PEN","USD","Visa  (VI) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001904761905","0.1290322581","0.1290322581"
"Authorization Summary","USD","USD","Visa  (VI) - Credit","104","Aucune raison pour un refus","Not Approved","19","0.00000000","19","0.009047619048","0.6129032258","0.6129032258"
"Authorization Summary","USD","USD","Visa  (VI) - Credit","401","Refus","Not Approved","6","2406.00000000","6","0.002857142857","1","1"
"Authorization Summary","CLP","USD","Visa  (VI) - Signature Debit","100","Approuvé","Approved","266","1164200.00000000","0","0.4626086957","0.4691358025","0"
"Authorization Summary","MXN","USD","Visa  (VI) - Signature Debit","100","Approuvé","Approved","299","12492.00000000","0","0.52","0.5273368607","0"
"Authorization Summary","USD","USD","Visa  (VI) - Signature Debit","100","Approuvé","Approved","2","4.04000000","0","0.00347826087","0.003527336861","0"
"Authorization Summary","CLP","USD","Visa  (VI) - Signature Debit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.006956521739","0.5","0.5"
"Authorization Summary","MXN","USD","Visa  (VI) - Signature Debit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.006956521739","0.5","0.5"
"Type de dossier","Identificateur de l’entité","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Numéro de commande de commerçant","Texte du code d’action de commerçant","Montant de l’autorisation","Numéro de compte","Expiration de la carte de crédit année mois numéro","Texte de type de transaction","Horodatage d’autorisation","Code d’autorisation","Réponse d’autorisation de la marque de paiement","Catégorie de code de réponse de la marque de paiement","Code de réponse d’autorisation PTI","Initiateur d’autorisation","Code source d’autorisation","Source d’authentification de PDV","Code de catégorie de commerçant","Pays d’émission","Texte de méthode du jeton numérique","Code de type de carte prépayée","Code de carte commerciale","Type d’utilisation de la carte","Identificateur de la transaction de paiement","Identificateur de terminal"
"Authorization Details","424018","USD","USD","VI","9Qh1ppVovLf9ag3ejEOmE3","AUTORISATIONS","20.00000000","411234XXXXXX4113","12/25","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 01:38:19.000","tst860","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","3f116911-f99e-442d-b57d-97c0d48b9066",""
"Authorization Details","424018","USD","USD","VI","9Qh1ppVovLf9ag3ejEOmE3","Dépôts","20.00000000","411234XXXXXX4113","12/25","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 01:38:19.000","tst860","00","A","100","Commerçant","M","3","4899","US","","","","1","3f116911-f99e-442d-b57d-97c0d48b9066",""
"Authorization Details","424018","USD","USD","VI","9jAUfCuVq2NeMsphMwlhxf","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:06:56.000","tst853","00","A","100","Commerçant","M","3","4899","US","","","","1","0ff04e2b-7f49-476d-b4a1-bf188c1d2931",""
"Authorization Details","424018","USD","USD","VI","9jAUfCuVq2NeMsphMwlhxf","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:06:56.000","tst853","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","0ff04e2b-7f49-476d-b4a1-bf188c1d2931",""
"Authorization Details","424018","USD","USD","VI","A7RPoIdQDQCeTiOOosdas1","AUTORISATIONS","0.00000000","411436XXXXXX6785","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 17:20:24.000","tst715","00","A","104","Commerçant","V","5","4899","AR","","N","Y","1","6a8b7e3e-4c6c-4eda-804a-bb3f1a1aebf0",""
"Authorization Details","424018","USD","USD","VI","ASMUoEDEP3wAKvRDt9CQR6","Dépôts","32.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:06:47.000","tst806","00","A","100","Commerçant","M","3","4899","US","","","","1","02aed017-55f8-45be-8dc0-eb9b06877e1f",""
"Authorization Details","424018","USD","USD","VI","ASMUoEDEP3wAKvRDt9CQR6","AUTORISATIONS","32.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:06:47.000","tst806","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","02aed017-55f8-45be-8dc0-eb9b06877e1f",""
"Authorization Details","424018","USD","USD","VI","AY2PMT8wqEHSKlBb7IPSV9","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:02:52.000","tst193","00","A","100","Commerçant","M","3","4899","US","","","","1","8da23375-0cf8-42aa-80f5-6e8817858cbe",""
"Authorization Details","424018","USD","USD","VI","AY2PMT8wqEHSKlBb7IPSV9","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:02:52.000","tst193","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","8da23375-0cf8-42aa-80f5-6e8817858cbe",""
"Authorization Details","424018","USD","USD","VI","AkvA2YNFdELYql2QQj6sQW","AUTORISATIONS","41.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:02:47.000","tst149","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","690d513d-35fe-4918-aea3-4dcac711ef3d",""
"Authorization Details","424018","USD","USD","VI","AsPxhbyHwCI8FszBOjiH07","AUTORISATIONS","10.00000000","411436XXXXXX6785","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 07:27:31.000","tst591","00","A","100","Commerçant","V","5","4899","AR","","N","Y","1","be4579fc-d7d3-4030-b725-02f80e0ab0cd",""
"Authorization Details","424018","USD","USD","VI","AsPxhbyHwCI8FszBOjiH07","Dépôts","10.00000000","411436XXXXXX6785","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 07:27:31.000","tst591","00","A","100","Commerçant","M","5","4899","AR","","","","1","be4579fc-d7d3-4030-b725-02f80e0ab0cd",""
"Authorization Details","424018","USD","USD","VI","BGSL9oENTWR4oE6I50HRc5","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:02:50.000","tst182","00","A","100","Commerçant","M","3","4899","US","","","","1","f8e36c27-ea90-4fd3-9032-6f5b9148cacc",""
"Authorization Details","424018","USD","USD","VI","BGSL9oENTWR4oE6I50HRc5","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:02:50.000","tst182","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","f8e36c27-ea90-4fd3-9032-6f5b9148cacc",""
"Authorization Details","424018","USD","USD","VI","BpOZdFarraHzJlLpthfy3Y","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 08:11:59.000","tst035","00","A","100","Commerçant","M","3","4899","US","","","","1","3b66b90a-fe61-456b-9ef0-f3d80630a7e9",""
"Authorization Details","424018","USD","USD","VI","BpOZdFarraHzJlLpthfy3Y","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 08:11:59.000","tst035","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","3b66b90a-fe61-456b-9ef0-f3d80630a7e9",""
"Authorization Details","424018","USD","USD","VI","BqvDixzQypEpZostxRsWk8","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:02:48.000","tst160","00","A","100","Commerçant","M","3","4899","US","","","","1","ed4cf5da-c888-41e8-a3d4-c90dd638b068",""
"Authorization Details","424018","USD","USD","VI","BqvDixzQypEpZostxRsWk8","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:02:48.000","tst160","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","ed4cf5da-c888-41e8-a3d4-c90dd638b068",""
"Authorization Details","424018","USD","USD","VI","C7E3EKzwUsCJnfjQDflats","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:11.000","tst583","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","d94ee8da-5f64-48c3-a105-c3e5d617ba25",""
"Authorization Details","424018","USD","USD","VI","C7E3EKzwUsCJnfjQDflats","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:11.000","tst583","00","A","100","Commerçant","M","3","4899","US","","","","1","d94ee8da-5f64-48c3-a105-c3e5d617ba25",""
"Authorization Details","424018","USD","USD","VI","CFLreHJq3ie44Lbervwst1","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:11.000","tst591","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","f95dbb61-203b-447a-8ac9-138d552f030f",""
"Authorization Details","424018","USD","USD","VI","CFLreHJq3ie44Lbervwst1","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:11.000","tst591","00","A","100","Commerçant","M","3","4899","US","","","","1","f95dbb61-203b-447a-8ac9-138d552f030f",""
"Authorization Details","424018","USD","USD","VI","CYQzjt5jZjJvyOZQGsYWj4","AUTORISATIONS","0.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:17.000","tst624","00","A","104","Commerçant","V","3","4899","US","","X","Y","1","c9570870-632d-4c1d-9e8c-0baf01243f03",""
"Authorization Details","424018","USD","USD","VI","DkyYuv7uPW6GIAiuB3toA2","AUTORISATIONS","20.00000000","476134XXXXXX0050","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:10.000","tst575","00","A","100","Commerçant","V","0","4899","US","Jeton de paiement numérique du consommateur","N","N","1","43b6426f-9551-4b83-b177-193152f9187e",""
"Authorization Details","424018","USD","USD","VI","DkyYuv7uPW6GIAiuB3toA2","Dépôts","20.00000000","476134XXXXXX0050","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:30.000","tst663","00","A","100","Commerçant","M","0","4899","US","Jeton de paiement numérique du consommateur","","","1","7a14afe8-483d-4521-81b0-cdc797ebc92b",""
"Authorization Details","424018","USD","USD","VI","DkyYuv7uPW6GIAiuB3toA2","AUTORISATIONS","20.00000000","476134XXXXXX0050","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:30.000","tst663","00","A","100","Commerçant","V","0","4899","US","Jeton de paiement numérique du consommateur","N","N","1","7a14afe8-483d-4521-81b0-cdc797ebc92b",""
"Authorization Details","424018","USD","USD","VI","DkyYuv7uPW6GIAiuB3toA2","Dépôts","20.00000000","476134XXXXXX0050","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:10.000","tst575","00","A","100","Commerçant","M","0","4899","US","Jeton de paiement numérique du consommateur","","","1","43b6426f-9551-4b83-b177-193152f9187e",""
"Authorization Details","424018","USD","USD","VI","EsWZNROnUP5UqfCPmsaGO4","Dépôts","20.00000000","411234XXXXXX4113","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:12:05.000","tst065","00","A","100","Commerçant","M","3","4899","US","","","","1","7801247b-b405-4a05-b6e5-7f1a82006fff",""
"Authorization Details","424018","USD","USD","VI","EsWZNROnUP5UqfCPmsaGO4","AUTORISATIONS","20.00000000","411234XXXXXX4113","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:12:05.000","tst065","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","7801247b-b405-4a05-b6e5-7f1a82006fff",""
"Authorization Details","424018","USD","USD","VI","FXCDcbiGTH1opDaa45saka","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 15:24:12.000","tst596","00","A","100","Commerçant","M","3","4899","US","","","","1","8f597a9f-10cc-4785-bee7-8e276b9aefcf",""
"Authorization Details","424018","USD","USD","VI","FXCDcbiGTH1opDaa45saka","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 15:24:12.000","tst596","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","8f597a9f-10cc-4785-bee7-8e276b9aefcf",""
"Authorization Details","424018","USD","USD","VI","Gh9ZDFpXCO8nYsSjG4LDRW","Dépôts","20.00000000","476134XXXXXX0050","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:02:46.000","tst148","00","A","100","Commerçant","M","0","4899","US","Jeton de paiement numérique du consommateur","","","1","2e21f0dc-24e4-455d-bfdc-c20d7f2a6d71",""
"Authorization Details","424018","USD","USD","VI","Gh9ZDFpXCO8nYsSjG4LDRW","Dépôts","20.00000000","476134XXXXXX0050","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:03:06.000","tst247","00","A","100","Commerçant","M","0","4899","US","Jeton de paiement numérique du consommateur","","","1","20f66a3d-c553-496a-8183-33d21be24d34",""
"Authorization Details","424018","USD","USD","VI","Gh9ZDFpXCO8nYsSjG4LDRW","AUTORISATIONS","20.00000000","476134XXXXXX0050","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:03:06.000","tst247","00","A","100","Commerçant","V","0","4899","US","Jeton de paiement numérique du consommateur","N","N","1","20f66a3d-c553-496a-8183-33d21be24d34",""
"Authorization Details","424018","USD","USD","VI","Gh9ZDFpXCO8nYsSjG4LDRW","AUTORISATIONS","20.00000000","476134XXXXXX0050","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:02:46.000","tst148","00","A","100","Commerçant","V","0","4899","US","Jeton de paiement numérique du consommateur","N","N","1","2e21f0dc-24e4-455d-bfdc-c20d7f2a6d71",""
"Authorization Details","424018","USD","USD","VI","GhAribQseb6TJr3cjGW5HU","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 15:24:12.000","tst602","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","b859d46f-2ad4-40c5-9378-a5d888f97030",""
"Authorization Details","424018","USD","USD","VI","GhAribQseb6TJr3cjGW5HU","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 15:24:12.000","tst602","00","A","100","Commerçant","M","3","4899","US","","","","1","b859d46f-2ad4-40c5-9378-a5d888f97030",""
"Authorization Details","424018","USD","USD","VI","Je1OjzVcCNhnosd5SRzCuK","AUTORISATIONS","401.00000000","491699XXXXXX2017","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:07:02.000","","01","4","401","Commerçant","V","5","4899","US","","N","N","1","bb1c2781-ed67-4aed-ac5e-e233157d23df",""
"Authorization Details","424018","USD","USD","VI","JvO4w4ksIWjr54MZmhJno4","AUTORISATIONS","10.00000000","411436XXXXXX6785","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 07:27:30.000","tst588","00","A","100","Commerçant","V","5","4899","AR","","N","Y","1","35531663-e6a7-42db-a890-872f61bc0427",""
"Authorization Details","424018","USD","USD","VI","JvO4w4ksIWjr54MZmhJno4","Dépôts","10.00000000","411436XXXXXX6785","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 07:27:30.000","tst588","00","A","100","Commerçant","M","5","4899","AR","","","","1","35531663-e6a7-42db-a890-872f61bc0427",""
"Authorization Details","424018","USD","USD","VI","JzBA7fWg3oV9QItI4VUgWy","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:03:16.000","tst582","00","A","100","Commerçant","M","3","4899","US","","","","1","f6e88f6e-0731-418b-8cf1-f1e3b6c14d2f",""
"Authorization Details","424018","USD","USD","VI","JzBA7fWg3oV9QItI4VUgWy","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:03:16.000","tst581","00","A","100","Commerçant","M","3","4899","US","","","","1","5ce93223-d54a-43aa-8717-e11adbd660b1",""
"Authorization Details","424018","USD","USD","VI","JzBA7fWg3oV9QItI4VUgWy","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:03:16.000","tst582","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","f6e88f6e-0731-418b-8cf1-f1e3b6c14d2f",""
"Authorization Details","424018","USD","USD","VI","JzBA7fWg3oV9QItI4VUgWy","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:03:16.000","tst581","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","5ce93223-d54a-43aa-8717-e11adbd660b1",""
"Authorization Details","424018","USD","USD","VI","JzBA7fWg3oV9QItI4VUgWy","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:03:07.000","tst248","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","364b4c11-6db5-45be-afdc-bbabdc55ad77",""
"Authorization Details","424018","USD","USD","VI","JzBA7fWg3oV9QItI4VUgWy","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:03:07.000","tst248","00","A","100","Commerçant","M","3","4899","US","","","","1","364b4c11-6db5-45be-afdc-bbabdc55ad77",""
"Authorization Details","424018","USD","USD","VI","KE6yVFBnnjKBpL6kAPz7ik","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:02:50.000","tst183","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","2233f568-f10e-4ae5-a6ee-410057763e10",""
"Authorization Details","424018","USD","USD","VI","KE6yVFBnnjKBpL6kAPz7ik","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:02:50.000","tst183","00","A","100","Commerçant","M","3","4899","US","","","","1","2233f568-f10e-4ae5-a6ee-410057763e10",""
"Authorization Details","424018","USD","USD","VI","KHCuiTfZD0tz15QJNGMuNT","AUTORISATIONS","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 09:07:00.000","tst873","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","bbac222d-4085-475a-8607-6a01f9cf2b3b",""
"Authorization Details","424018","USD","USD","VI","KHCuiTfZD0tz15QJNGMuNT","Dépôts","22.00000000","411234XXXXXX4113","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 09:07:00.000","tst873","00","A","100","Commerçant","M","3","4899","US","","","","1","bbac222d-4085-475a-8607-6a01f9cf2b3b",""
"Authorization Details","424018","USD","USD","VI","KUehiPd9UzKGQR4fyj15G1","Dépôts","10.00000000","411436XXXXXX6785","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 14:44:50.000","tst145","00","A","100","Commerçant","M","5","4899","AR","","","","1","cec40273-849a-4a1c-b86f-a8358d63ee8b",""
"Authorization Details","424018","USD","USD","VI","KUehiPd9UzKGQR4fyj15G1","AUTORISATIONS","10.00000000","411436XXXXXX6785","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 14:44:50.000","tst145","00","A","100","Commerçant","V","5","4899","AR","","N","Y","1","cec40273-849a-4a1c-b86f-a8358d63ee8b",""
"Authorization Details","424018","USD","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","30.00000000","411234XXXXXX4113","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:07:12.000","tst915","00","A","100","Commerçant","M","3","4899","US","","","","1","546ed05b-8afa-4b77-9ffa-b7d491d6cb86",""
"Authorization Details","424018","USD","USD","VI","KkQgei5VJJg94ofLkvXTEC","AUTORISATIONS","100.00000000","411234XXXXXX4113","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:03:02.000","tst237","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","492d4e64-8f6a-4c4d-b154-2d5e33ab83f2",""
"Authorization Details","424018","USD","USD","VI","KkQgei5VJJg94ofLkvXTEC","AUTORISATIONS","100.00000000","411234XXXXXX4113","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:07:10.000","tst906","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","4c3e4c27-3d44-46c4-b3e7-afb7b5c51ef5",""
"Authorization Details","424018","USD","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","12.00000000","411234XXXXXX4113","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:07:22.000","tst913","00","A","100","Commerçant","M","3","4899","US","","","","1","15260e2b-d50d-46b0-8f14-645dc9b2dc90",""
"Authorization Details","424018","USD","USD","VI","KkQgei5VJJg94ofLkvXTEC","AUTORISATIONS","2.00000000","411234XXXXXX4113","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:12:23.000","tst077","00","A","100","Commerçant","V","3","4899","US","","","","1","85be2d53-04bc-47bb-aa8a-a5bbc07c25d6",""
"Authorization Details","424018","USD","USD","VI","KkQgei5VJJg94ofLkvXTEC","AUTORISATIONS","10.00000000","411234XXXXXX4113","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:24:28.000","tst658","00","A","100","Commerçant","V","3","4899","US","","X","Y","1","65e2687d-00f2-4350-9af4-898891150704",""
