BEGIN,EntityId=418553,Frequency=adhoc
EntityId=418553,ReportTypeName=SubmissionDetails,Frequency=adhoc,FromDate=2025-03-03,ToDate=2025-03-04,GenerationDate=2025-03-13,GenerationTime=20:20:44
Activity Date,Entity Type Code,Entity Identifier,Merchant Order Number,Payment Method Code,Presentment Currency Code,Settlement Currency Code,Foreign Exchange Rate,Fund Transfer Instruction Number,Transaction Amount in Presentment Currency,Transaction Amount in Settlement Currency,Settled Deposit Amount,Interchange & Assessment Fees,Back Up Withholding Adjustments,Chargeback Adjustments,Discount Fees,ECP Return Adjustments,Other Adjustments,Processing Fees,Reserve Adjustments,Others,Net Financial Activity
3/3/2025,TD,418554,6VYyFGVKRYiVHKGy4E3Q3Q,VI,USD,USD,1,4383826,5,5,5,-2.90204848,0,0,0,0,0,-0.10384242,0,0,1.9941091
3/3/2025,TD,418554,1005987279,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26528985,0,0,0,0,0,-0.10456522,0,0,0.69014493
3/3/2025,TD,418554,JIgidEDbhQ0eNy6EFFNxp4,VI,USD,USD,1,4383826,0,0,0,-0.06333334,0,0,0,0,0,-0.12,0,0,-0.18333334
3/3/2025,TD,418554,1002685605,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26547619,0,0,0,0,0,-0.10452381,0,0,0.69
3/4/2025,TD,418554,CpDgbbTQ5RdYyHvvbjD6UI,VI,USD,USD,1,4383826,100,100,100,-3.62333333,0,0,0,0,0,-0.10333333,0,0,96.27333334
3/3/2025,TD,418554,vkfCcJ4I0ZUI3nhWPQ0p77,VI,USD,USD,1,4383826,0,0,0,-0.20313726,0,0,0,0,0,-0.19328432,0,0,-0.39642158
3/3/2025,TD,418554,1000452988,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29062113,0,0,0,0,0,-0.10387164,0,0,0.66550723
3/3/2025,TD,418554,1007627702,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26428571,0,0,0,0,0,-0.10380952,0,0,0.69190477
3/3/2025,TD,418554,Rxi46L0BS2W6kYyMYPY1BA,VI,USD,USD,1,4383826,0,0,0,-0.02695652,0,0,0,0,0,-0.05956522,0,0,-0.08652174
3/3/2025,TD,418554,1003565835,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29049955,0,0,0,0,0,-0.1039223,0,0,0.66557815
3/3/2025,TD,418554,ydv9OXVeRkOCgprKGE4m7w,VI,USD,USD,1,4383826,10,10,10,-0.61714286,0,0,0,0,0,-0.10452381,0,0,9.27833333
3/3/2025,TD,418554,Oo4MetRJqQMj1PPHGDaJkF,VI,USD,USD,1,4383826,100,100,100,-37.582,0,0,0,0,0,-0.104,0,0,62.314
3/3/2025,TD,418554,PfnGoyBvQmGLRIlXOxtS0g,VI,USD,USD,1,4383826,0,0,0,-0.05714286,0,0,0,0,0,-0.11952381,0,0,-0.17666667
3/3/2025,TD,418554,smblocal246893,VI,USD,USD,1,4383826,0,0,0,-0.02702128,0,0,0,0,0,-0.05957447,0,0,-0.08659575
3/3/2025,TD,418554,1006020600,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29070049,0,0,0,0,0,-0.10379227,0,0,0.66550724
3/3/2025,TD,418554,F3ZVax1rOTV0NZ9rzJGYI3,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,3sBANQOERwmmFrH1bitrig,VI,USD,USD,1,4383826,10,10,10,-48.89180953,0,0,0,0,0,-0.10328571,0,0,-38.99509524
3/3/2025,TD,418554,1006345150,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26547619,0,0,0,0,0,-0.10452381,0,0,0.69
3/3/2025,TD,418554,1000408085,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26547619,0,0,0,0,0,-0.10452381,0,0,0.69
3/3/2025,TD,418554,1002598586,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26547619,0,0,0,0,0,-0.10464286,0,0,0.68988095
3/3/2025,TD,418554,1004539327,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26547619,0,0,0,0,0,-0.10452381,0,0,0.69
3/3/2025,TD,418554,dCZH0p7XSJmyugYYpdfWNA,VI,USD,USD,1,4383826,130,130,130,-48.89466668,0,0,0,0,0,-0.104,0,0,81.00133332
3/3/2025,TD,418554,ghcS6PEeR3mnSWkVLV166Q,VI,USD,USD,1,4383826,10,10,10,-2.75878599,0,0,0,0,0,-0.10369212,0,0,7.13752189
3/3/2025,TD,418554,1000722885,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08571428,0,0,0,0,0,-0.10428571,0,0,-6.12999999
3/3/2025,TD,418554,kkMkzQ7XRaaFA2uS7hXuEA,VI,USD,USD,1,4383826,5,5,5,-2.75878599,0,0,0,0,0,-0.10369212,0,0,2.13752189
3/3/2025,TD,418554,34Y28OCK9Ab05zLkduwtUN,VI,USD,USD,1,4383826,0,0,0,-0.02692308,0,0,0,0,0,-0.05923077,0,0,-0.08615385
3/3/2025,TD,418554,dtCA46afSh6crhYsbH1ECA,VI,USD,USD,1,4383826,130,130,130,-28.46972222,0,0,0,0,0,-0.10324074,0,0,101.427037
3/3/2025,TD,418554,1008100610,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,A46TYYXOQOGcLw7oQMKVXg,VI,USD,USD,1,4383826,155,155,155,-3.27571428,0,0,0,0,0,-0.10428571,0,0,151.62
3/3/2025,TD,418554,jd7EOr1tRX239kwC1gQrQA,VI,USD,USD,1,4383826,10,10,10,-55.07104615,0,0,0,0,0,-0.10344615,0,0,-45.1744923
3/3/2025,TD,418554,aydN7Z3hEONXkuIjBUhiaM,VI,USD,USD,1,4383826,100,100,100,-30.53594286,0,0,0,0,0,-0.10372381,0,0,69.36033333
3/3/2025,TD,418554,6XnQcPg4RGayYwRyGVARBw,VI,USD,USD,1,4383826,5,5,5,-3.26844985,0,0,0,0,0,-0.10386018,0,0,1.62768997
3/3/2025,TD,418554,1002002760,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29035327,0,0,0,0,0,-0.10372283,0,0,0.6659239
3/3/2025,TD,418554,kl66AegaS9y0PQbdvK0fmg,VI,USD,USD,1,4383826,10,10,10,-0.60354166,0,0,0,0,0,-0.10270833,0,0,9.29375001
3/3/2025,TD,418554,hzFJM7v3ToqxUvLQhKJidg,VI,USD,USD,1,4383826,5,5,5,-52.25090889,0,0,0,0,0,-0.19718426,0,0,-47.44809315
3/3/2025,TD,418554,19WgOzUXShG3iAYFUERpzA,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,kTGumx1a6cdOtRygFS5tI3,VI,USD,USD,1,4383826,0,0,0,-0.13777779,0,0,0,0,0,-0.19944444,0,0,-0.33722223
3/3/2025,TD,418554,S4vGNhrCQXCE4A8XCuUD8Q,VI,USD,USD,1,4383826,500,500,500,-37.574,0,0,0,0,0,-0.094,0,0,462.332
3/3/2025,TD,418554,1002056835,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08505638,0,0,0,0,0,-0.10375939,0,0,-6.12881577
3/3/2025,TD,418554,q4XXlwAwRTqiY7mcLYBImA,VI,USD,USD,1,4383826,500,500,500,-49.44466668,0,0,0,0,0,-0.154,0,0,450.4013333
3/3/2025,TD,418554,1004732705,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26464285,0,0,0,0,0,-0.10428571,0,0,0.69107144
3/3/2025,TD,418554,sgx4a2FWOaDpTUjdxYIALs,VI,USD,USD,1,4383826,100,100,100,-3.6205,0,0,0,0,0,-0.105,0,0,96.2745
3/3/2025,TD,418554,RTQMy6VQFP0QjtJ7xkKVcf,VI,USD,USD,1,4383826,100,100,100,-3.05309329,0,0,0,0,0,-0.10348609,0,0,96.84342062
3/3/2025,TD,418554,wrRmnDfPXv6uyzLyItQwp,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,1005713349,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.2651103,0,0,0,0,0,-0.10349265,0,0,0.69139705
3/3/2025,TD,418554,0i54RDucSOuXkjWkJWXl2A,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,gaG6yqHiIXdHR33xs9Z8hN,VI,USD,USD,1,4383826,100,100,100,-3.05309329,0,0,0,0,0,-0.10348609,0,0,96.84342062
3/3/2025,TD,418554,pG39qIKcEZSwFQ1u1Ez573,VI,USD,USD,1,4383826,0,0,0,-0.0688889,0,0,0,0,0,-0.09,0,0,-0.1588889
3/3/2025,TD,418554,1000178442,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26414286,0,0,0,0,0,-0.10352381,0,0,0.69233333
3/3/2025,TD,418554,jHwBMkp9WEz8CvFvnWW4Yv,VI,USD,USD,1,4383826,100,100,100,-30.5358,0,0,0,0,0,-0.1037,0,0,69.3605
3/3/2025,TD,418554,57aUi2jvR2KYKioZTdyYrA,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,Lh6UyY06KPRB39unBkW7AM,VI,USD,USD,1,4383826,100,100,100,-2.94642857,0,0,0,0,0,-0.04428571,0,0,97.00928572
3/3/2025,TD,418554,hjrQeVk2Ld6CWL037NI2UI,VI,USD,USD,1,4383826,100,100,100,-3.05309329,0,0,0,0,0,-0.10348609,0,0,96.84342062
3/3/2025,TD,418554,w6RagRj3rd8suwP9xXy3Sd,VI,USD,USD,1,4383826,100,100,100,-3.05417021,0,0,0,0,0,-0.10425532,0,0,96.84157447
3/3/2025,TD,418554,pn85HM725Jdyqc72tJ0Ldo,VI,USD,USD,1,4383826,100,100,100,-30.53594286,0,0,0,0,0,-0.10384286,0,0,69.36021428
3/4/2025,TD,418554,gpEdfUVRPz8eurEcSQLN57,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,MV0EtxwHSzI8CNESM6SNTx,VI,USD,USD,1,4383826,100,100,100,-3.05253385,0,0,0,0,0,-0.10334623,0,0,96.84411992
3/3/2025,TD,418554,A4i9bM5DSIuHA5P7Benfhg,VI,USD,USD,1,4383826,0,0,0,-0.05702128,0,0,0,0,0,-0.11957447,0,0,-0.17659575
3/3/2025,TD,418554,A4mp8MQdTWSZAFnq1DTZqA,VI,USD,USD,1,4383826,500,500,500,-30.60435556,0,0,0,0,0,-0.1542,0,0,469.2414444
3/3/2025,TD,418554,1000186707,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26416667,0,0,0,0,0,-0.10416667,0,0,0.69166666
3/3/2025,TD,418554,2H6hLIfpdDpCPD7zCw836w,VI,USD,USD,1,4383826,100,100,100,-30.536,0,0,0,0,0,-0.1038,0,0,69.3602
3/3/2025,TD,418554,JcR8Ijau1aQZSnEsz1k2M4,VI,USD,USD,1,4383826,100,100,100,-30.53594286,0,0,0,0,0,-0.10372381,0,0,69.36033333
3/3/2025,TD,418554,RYGiwABaS7qUYhipuLB9uw,VI,USD,USD,1,4383826,0,0,0,-0.05,0,0,0,0,0,-0.06,0,0,-0.11
3/3/2025,TD,418554,F6xzg2kqJApxdY2CuVFfz4,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.12,0,0,-0.1875
3/3/2025,TD,418554,AHOGxemqS9K3hasffnCP2g,VI,USD,USD,1,4383826,0,0,0,-0.04571429,0,0,0,0,0,-0.06,0,0,-0.10571429
3/3/2025,TD,418554,1GZM1s1hRV6QuRAH7Y6xwA,VI,USD,USD,1,4383826,115,115,115,-3.28587301,0,0,0,0,0,-0.10428571,0,0,111.6098413
3/3/2025,TD,418554,16K6ofxAS2CK4Y9mcc11pg,VI,USD,USD,1,4383826,0,0,0,-0.08,0,0,0,0,0,-0.09,0,0,-0.17
3/3/2025,TD,418554,1004081624,VI,USD,USD,1,4383826,1893.29,1893.29,1893.29,-62.585,0,0,0,0,0,-0.1,0,0,1830.605
3/3/2025,TD,418554,PL1rjYJOSOmrR5HXxY0Xsw,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/4/2025,TD,418554,intent-7szxr2h,VI,USD,USD,1,4383826,10,10,10,-0.575,0,0,0,0,0,-0.105,0,0,9.32
3/3/2025,TD,418554,pxZS9hRGTyexFD9y5BQzNA,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,7VrwIfwMTyyQUCQtDuSLHw,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,1006411365,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26553333,0,0,0,0,0,-0.1046,0,0,0.68986667
3/3/2025,TD,418554,fT0f32LKQa68UkF9YGTn8g,VI,USD,USD,1,4383826,155,155,155,-55.21467949,0,0,0,0,0,-0.10301282,0,0,99.68230769
3/3/2025,TD,418554,1008591655,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29032037,0,0,0,0,0,-0.10382151,0,0,0.66585812
3/3/2025,TD,418554,7n6nHDGvUX5x52rP0E3bV6,VI,USD,USD,1,4383826,0,0,0,-0.14041666,0,0,0,0,0,-0.19291666,0,0,-0.33333332
3/3/2025,TD,418554,pIANM5KBmLNMhq4UfZdVSy,VI,USD,USD,1,4383826,100,100,100,-2.9747619,0,0,0,0,0,-0.10428571,0,0,96.92095239
3/3/2025,TD,418554,1005918045,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29049955,0,0,0,0,0,-0.1039223,0,0,0.66557815
3/3/2025,TD,418554,pZ6EgwftQbC6cXZkBTa6XA,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,dzc0IyBn1gKsc34NRSxI3x,VI,USD,USD,1,4383826,100,100,100,-30.536,0,0,0,0,0,-0.1038,0,0,69.3602
3/3/2025,TD,418554,NONyc8S6TH66FipXZoJjjw,VI,USD,USD,1,4383826,155,155,155,-3.27142857,0,0,0,0,0,-0.10428571,0,0,151.6242857
3/3/2025,TD,418554,xpRFSZDoRveMXDUjNFF97g,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,ZQqPyXrPTbCc1OpBSBJQUA,VI,USD,USD,1,4383826,5,5,5,-2.90199134,0,0,0,0,0,-0.10388528,0,0,1.99412338
3/3/2025,TD,418554,mJT4dRACS1OefYD17pXipw,VI,USD,USD,1,4383826,0,0,0,-0.04571429,0,0,0,0,0,-0.06,0,0,-0.10571429
3/3/2025,TD,418554,4CcnGDzdTLe0UY7xb0XlZA,VI,USD,USD,1,4383826,100,100,100,-2.75878599,0,0,0,0,0,-0.10369212,0,0,97.13752189
3/3/2025,TD,418554,UBEwcXSLS7WTV2yC5XiIgw,VI,USD,USD,1,4383826,5,5,5,-2.97392857,0,0,0,0,0,-0.10428571,0,0,1.92178572
3/3/2025,TD,418554,1007171742,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26537816,0,0,0,0,0,-0.10364146,0,0,0.69098038
3/3/2025,TD,418554,axMga98LK9bxLEKHCTa067,VI,USD,USD,1,4383826,100,100,100,-3.05367021,0,0,0,0,0,-0.10425532,0,0,96.84207447
3/3/2025,TD,418554,6QaWksmqRuMipmHqpTkBM2,VI,USD,USD,1,4383826,0,0,0,-0.06,0,0,0,0,0,-0.12,0,0,-0.18
3/3/2025,TD,418554,Uyd5CYtmSKGVcpXqR0uKSw,VI,USD,USD,1,4383826,10,10,10,-55.07098901,0,0,0,0,0,-0.10336996,0,0,-45.17435897
3/3/2025,TD,418554,1001823953,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.2657353,0,0,0,0,0,-0.10411765,0,0,0.69014705
3/3/2025,TD,418554,V7WSNmhLTFe9tuIMEYLYXA,VI,USD,USD,1,4383826,10,10,10,-2.901805,0,0,0,0,0,-0.10380764,0,0,6.99438736
3/3/2025,TD,418554,4YxWdkqmWuseJKec3W5IT1,VI,USD,USD,1,4383826,0,0,0,-0.035,0,0,0,0,0,-0.06,0,0,-0.095
3/3/2025,TD,418554,1005627540,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26414286,0,0,0,0,0,-0.10352381,0,0,0.69233333
3/3/2025,TD,418554,2oJsoVQKTd2JuIODf0UXfw,VI,USD,USD,1,4383826,155,155,155,-48.89466668,0,0,0,0,0,-0.104,0,0,106.0013333
3/3/2025,TD,418554,X2aJSFcEStuUaIlFVFlMAw,VI,USD,USD,1,4383826,21000.2,21000.2,21000.2,-31.1908,0,0,0,0,0,-0.1042,0,0,20968.905
3/3/2025,TD,418554,sOqqZs2ifq8sfv2lZoirB6,VI,USD,USD,1,4383826,0,0,0,-0.0688889,0,0,0,0,0,-0.09,0,0,-0.1588889
3/3/2025,TD,418554,smblocal712141,VI,USD,USD,1,4383826,10,10,10,-0.29097827,0,0,0,0,0,-0.10434783,0,0,9.6046739
3/3/2025,TD,418554,p8BOZAQMAZICyux3dsq2O7,VI,USD,USD,1,4383826,100,100,100,-2.90199134,0,0,0,0,0,-0.10388528,0,0,96.99412338
3/3/2025,TD,418554,IjLZf4DKQ5XS3iyO1z5oIQ,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,b4sC9GfFCiIhy13Gk8bRdn,VI,USD,USD,1,4383826,100,100,100,-3.05331307,0,0,0,0,0,-0.10425532,0,0,96.84243161
3/3/2025,TD,418554,VxtajFXYSwifHBYK2ESxYQ,VI,USD,USD,1,4383826,5,5,5,-2.67378599,0,0,0,0,0,-0.19869212,0,0,2.12752189
3/3/2025,TD,418554,ZC1cA2NARJHV2qWA5qzyoD,VI,USD,USD,1,4383826,100,100,100,-37.554,0,0,0,0,0,-0.044,0,0,62.402
3/3/2025,TD,418554,SJSOLEWnQ2a3MuLcQBzJEw,VI,USD,USD,1,4383826,10,10,10,-30.5358,0,0,0,0,0,-0.1037,0,0,-20.6395
3/3/2025,TD,418554,1005158659,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26537816,0,0,0,0,0,-0.10364146,0,0,0.69098038
3/3/2025,TD,418554,acQxb1mtTci4uET4RgVv0w,VI,USD,USD,1,4383826,0,0,0,-0.05714286,0,0,0,0,0,-0.11964286,0,0,-0.17678572
3/3/2025,TD,418554,IapWIYZkR22h4z62WTrMfQ,VI,USD,USD,1,4383826,0,0,0,-0.028,0,0,0,0,0,-0.06,0,0,-0.088
3/3/2025,TD,418554,Ook0mLGnSuCjDILe4WyHGA,VI,USD,USD,1,4383826,10,10,10,-52.33648571,0,0,0,0,0,-0.10388571,0,0,-42.44037142
3/3/2025,TD,418554,1008765047,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26533333,0,0,0,0,0,-0.1045,0,0,0.69016667
3/3/2025,TD,418554,BfwsQOgAzE2iuOU0czZy7v,VI,USD,USD,1,4383826,100,100,100,-28.3258454,0,0,0,0,0,-0.10363929,0,0,71.57051531
3/3/2025,TD,418554,cN8otNSbS9WUzS7LEzsnQQ,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,8wzBZrLOQRCVG2liyO2nyA,VI,USD,USD,1,4383826,0,0,0,-0.18818182,0,0,0,0,0,-0.05909091,0,0,-0.24727273
3/3/2025,TD,418554,kYaz9GMVQjSfmiOP5XoYHw,VI,USD,USD,1,4383826,10,10,10,-3.05309329,0,0,0,0,0,-0.10348609,0,0,6.84342062
3/3/2025,TD,418554,n0JA1vGio3DM8df4AdGo5s,VI,USD,USD,1,4383826,100,100,100,-28.32608888,0,0,0,0,0,-0.10367407,0,0,71.57023705
3/3/2025,TD,418554,smblocal651864,VI,USD,USD,1,4383826,0,0,0,-0.0268421,0,0,0,0,0,-0.05947368,0,0,-0.08631578
3/4/2025,TD,418554,Ngpvo2HHg2C7wp5ZBLuIx4,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,meXz0RKZRP6WI7oVHRlY0A,VI,USD,USD,1,4383826,0,0,0,-0.55,0,0,0,0,0,-0.06,0,0,-0.61
3/3/2025,TD,418554,hc0zr3HnQK6U0BGnGUaDUw,VI,USD,USD,1,4383826,155,155,155,-2.91484848,0,0,0,0,0,-0.10347319,0,0,151.9816783
3/3/2025,TD,418554,mW1dR0tQtrAxGRZEsOH6CL,VI,USD,USD,1,4383826,100,100,100,-3.05283688,0,0,0,0,0,-0.10342199,0,0,96.84374113
3/3/2025,TD,418554,1002425348,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08535714,0,0,0,0,0,-0.10380952,0,0,-6.12916666
3/3/2025,TD,418554,Vai1FEQvBeI2HAUcEEL59,VI,USD,USD,1,4383826,70,70,70,-0.95555556,0,0,0,0,0,-0.105,0,0,68.93944444
3/3/2025,TD,418554,joDBRwTtTMezjYIztTkqDA,VI,USD,USD,1,4383826,10,10,10,-28.32608888,0,0,0,0,0,-0.10367407,0,0,-18.42976295
3/3/2025,TD,418554,k72BrlRSSmO5Mwv1YG372w,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,WyseLBm1SYK1dmxkl9wCAA,VI,USD,USD,1,4383826,10,10,10,-2.901805,0,0,0,0,0,-0.10380764,0,0,6.99438736
3/3/2025,TD,418554,1001749808,VI,USD,USD,1,4383826,0,0,0,-0.02714286,0,0,0,0,0,-0.05952381,0,0,-0.08666667
3/3/2025,TD,418554,kKmPP2RVRTWbXL7RLodHHQ,VI,USD,USD,1,4383826,155,155,155,-30.62005,0,0,0,0,0,-0.10378333,0,0,124.2761667
3/3/2025,TD,418554,tkdlmaqWTZOInM4OAdWXbg,VI,USD,USD,1,4383826,10,10,10,-37.554,0,0,0,0,0,-0.044,0,0,-27.598
3/3/2025,TD,418554,1008454687,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08508928,0,0,0,0,0,-0.10366071,0,0,-6.12874999
3/3/2025,TD,418554,MQl5rjFOTlOGepzXECUpNg,VI,USD,USD,1,4383826,5,5,5,-37.49899999,0,0,0,0,0,-0.19733333,0,0,-32.69633332
3/3/2025,TD,418554,1000172413,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.25714286,0,0,0,0,0,-0.09952381,0,0,0.70333333
3/3/2025,TD,418554,jQS3IvszSVyrxaDJOxTqXA,VI,USD,USD,1,4383826,10,10,10,-3.36924812,0,0,0,0,0,-0.10373434,0,0,6.52701754
3/3/2025,TD,418554,yfF4k9RgQ8DVcGWJ3XS5A,VI,USD,USD,1,4383826,0,0,0,-0.03571429,0,0,0,0,0,-0.06,0,0,-0.09571429
3/3/2025,TD,418554,KlJGdfo1SfuShnbAzUPJbA,VI,USD,USD,1,4383826,0,0,0,-0.18818182,0,0,0,0,0,-0.05909091,0,0,-0.24727273
3/4/2025,TD,418554,w4QpX2wxNrEYsgosrpdKVD,VI,USD,USD,1,4383826,100,100,100,-3.625,0,0,0,0,0,-0.105,0,0,96.27
3/3/2025,TD,418554,B3JO1TICSBOTXiIgrYXWEw,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,sbFPtlngSiCbC7Y7UNzzQg,VI,USD,USD,1,4383826,5,5,5,-37.58233333,0,0,0,0,0,-0.104,0,0,-32.68633333
3/3/2025,TD,418554,WtMeSFbISRuimFsMo5ULAg,VI,USD,USD,1,4383826,130,130,130,-3.05617021,0,0,0,0,0,-0.10425532,0,0,126.8395745
3/3/2025,TD,418554,1aUnblssRDqXKi8N9wm7XQ,VI,USD,USD,1,4383826,21000.2,21000.2,21000.2,-38.104,0,0,0,0,0,-0.104,0,0,20961.992
3/3/2025,TD,418554,I1aFN8t8RXmvcy6YaZ8RYA,VI,USD,USD,1,4383826,10,10,10,-0.6172,0,0,0,0,0,-0.1046,0,0,9.2782
3/3/2025,TD,418554,Seql5l6sQxiXnFyKxPl80Q,VI,USD,USD,1,4383826,10,10,10,-40.84333334,0,0,0,0,0,-0.10388888,0,0,-30.94722222
3/3/2025,TD,418554,zXkJaqXiRi2UkoYQouRHIQ,VI,USD,USD,1,4383826,0,0,0,-0.382,0,0,0,0,0,-0.06,0,0,-0.442
3/3/2025,TD,418554,e5iWIB9rQMaFxYFgIZH0tQ,VI,USD,USD,1,4383826,0,0,0,-0.17083334,0,0,0,0,0,-0.05916667,0,0,-0.23000001
3/3/2025,TD,418554,1005360000,VI,USD,USD,1,4383826,0,0,0,-0.055,0,0,0,0,0,-0.06,0,0,-0.115
3/3/2025,TD,418554,5wQNRVP85oOTpFqeVLO2GP,VI,USD,USD,1,4383826,100,100,100,-3.36930526,0,0,0,0,0,-0.10381053,0,0,96.52688421
3/3/2025,TD,418554,Tvt6TzO0rBC5lVBViRP3b3,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,1001475793,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08505638,0,0,0,0,0,-0.10375939,0,0,-6.12881577
3/3/2025,TD,418554,ZA07KXwATs26C6XepBXKdQ,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,T4qcYp6kQYmU5F35AJYPIQ,VI,USD,USD,1,4383826,10,10,10,-2.1225,0,0,0,0,0,-0.104375,0,0,7.773125
3/3/2025,TD,418554,w40x5LvrTO6YYgD3YirgxA,VI,USD,USD,1,4383826,0,0,0,-0.17083334,0,0,0,0,0,-0.05916667,0,0,-0.23000001
3/3/2025,TD,418554,ReLhlZt0Ld9TQVxV8QjSD6,VI,USD,USD,1,4383826,18,18,18,-0.54355392,0,0,0,0,0,-0.10370098,0,0,17.3527451
3/3/2025,TD,418554,RCOD1JzeSlm5dHexZJpEgw,VI,USD,USD,1,4383826,0,0,0,-0.06857144,0,0,0,0,0,-0.09,0,0,-0.15857144
3/3/2025,TD,418554,9naXVlqBG8kLNnekZd3dI5,VI,USD,USD,1,4383826,0,0,0,-0.1425,0,0,0,0,0,-0.2,0,0,-0.3425
3/3/2025,TD,418554,sL3gKrpFQGXmfEdi0Ns9yQ,VI,USD,USD,1,4383826,10,10,10,-3.05253385,0,0,0,0,0,-0.10334623,0,0,6.84411992
3/4/2025,TD,418554,1007524801,VI,USD,USD,1,4383826,10.63,10.63,10.63,-0.575,0,0,0,0,0,-0.105,0,0,9.95
3/3/2025,TD,418554,DBSa3YtmQGCXvvnW6Ipn4A,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,H1kd6Qh3Qdaw5SZbZtYObg,VI,USD,USD,1,4383826,10,10,10,-30.536,0,0,0,0,0,-0.1038,0,0,-20.6398
3/3/2025,TD,418554,yDiDRVJESlGFk8ucyzlDKQ,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,1000270818,VI,USD,USD,1,4383826,0,0,0,-0.05,0,0,0,0,0,-0.06,0,0,-0.11
