Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Fréquence=ponctuel
Identificateur de l’entité=424017,"Nom de l’entité=UPG_Auto_Testing1",Nom du type de rapport=Multiple,Fréquence=ponctuel,Du [date]=2025-10-23,AU [date]=2025-10-30,Date de génération=2025-11-10,Durée d’une génération=14:15:28
"Type de dossier","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Texte de la catégorie de frais","Texte de la sous-catégorie de frais","Texte du code de type d’action","Identificateur du barème des frais de service aux commerçants","Texte des frais","Code de qualification d’interchange","Quantité unitaire","Montant des frais de service","Montant de la transaction","Taux des frais","Total de frais","Taxe de vente","Impôt fédéral","Taxes provinciales","Total des frais après impôt"
"Sommaires des frais","USD","USD","JC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Commerce plus","DPRP","6","0.150000000","-42.12000000","0.00000000","-0.90000000","0.00000000","0.00000000","0.00000000","-0.90000000"
"Sommaires des frais","USD","USD","JC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Préautorisation CPU","NONE","50","0.017500000","0.00000000","0.00000000","-0.99000001","0.00000000","0.00000000","0.00000000","-0.99000001"
"Sommaires des frais","USD","USD","JC","Frais de traitement","Frais d’autorisation","VENTE","29283915","Préautorisation CPU","DPRP","6","0.017500000","-42.12000000","0.00000000","-0.12000000","0.00000000","0.00000000","0.00000000","-0.12000000"
"Sommaires des frais","USD","USD","JC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Commerce plus","NONE","407","0.150000000","-13397.20000000","0.00000000","-61.05000000","0.00000000","0.00000000","0.00000000","-61.05000000"
"Sommaires des frais","USD","USD","JC","Frais de traitement","Frais d’autorisation","AUT.","29283915","Autorisation en ligne","NONE","358","0.017500000","-12368.20000000","0.00000000","-6.58000029","0.00000000","0.00000000","0.00000000","-6.58000029"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MHB2","447","0.000000000","4.63000000","0.01650000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MTKV","54","0.020000000","-143.05000000","0.01950000","-3.92000000","0.00000000","0.00000000","0.00000000","-3.92000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MM1","1210","0.100000000","-37151.38000000","0.01950000","-845.54000085","0.00000000","0.00000000","0.00000000","-845.54000085"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MIPU","449","0.000000000","-1415.64000000","0.02000000","-28.31999844","0.00000000","0.00000000","0.00000000","-28.31999844"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MHB4","198","0.000000000","-56897.56000000","0.02030000","-1154.84999981","0.00000000","0.00000000","0.00000000","-1154.84999981"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MHB2","6","0.000000000","24.12000000","-0.01000000","0.24000000","0.00000000","0.00000000","0.00000000","0.24000000"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MHB2","569","0.000000000","-943.26000000","0.01650000","-15.56999947","0.00000000","0.00000000","0.00000000","-15.56999947"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MHB2","76","0.000000000","0.76000000","-0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MHB2","6","0.000000000","-18.12000000","0.01650000","-0.30000000","0.00000000","0.00000000","0.00000000","-0.30000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MRC2","70","0.000000000","636.55000000","-0.01750000","11.16999999","0.00000000","0.00000000","0.00000000","11.16999999"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MSI","60","0.050000000","-3733.80000000","0.01150000","-45.90000000","0.00000000","0.00000000","0.00000000","-45.90000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MRC7","103","0.000000000","3054.55000000","-0.01800000","54.98000002","0.00000000","0.00000000","0.00000000","54.98000002"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MSI","187","0.050000000","-10438.17000000","0.01150000","-129.31999997","0.00000000","0.00000000","0.00000000","-129.31999997"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MIPU","17","0.000000000","-170.00000000","0.02000000","-3.40000000","0.00000000","0.00000000","0.00000000","-3.40000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MHB2","450","0.000000000","-8.70000000","0.01650000","-0.13999896","0.00000000","0.00000000","0.00000000","-0.13999896"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MRC7","76","0.000000000","253.43000000","-0.01800000","4.54000000","0.00000000","0.00000000","0.00000000","4.54000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MCSF","14","0.100000000","-1400.00000000","0.01950000","-28.70000000","0.00000000","0.00000000","0.00000000","-28.70000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MStd","2","0.100000000","-200.00000000","0.03150000","-6.50000000","0.00000000","0.00000000","0.00000000","-6.50000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MTKV","53","0.020000000","-171.64000000","0.01950000","-4.41000004","0.00000000","0.00000000","0.00000000","-4.41000004"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MHB2","76","0.000000000","133.07000000","-0.01000000","1.36000001","0.00000000","0.00000000","0.00000000","1.36000001"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MM1D","715","0.150000000","-28520.00000000","0.01650000","-578.15999920","0.00000000","0.00000000","0.00000000","-578.15999920"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MHB2","22","0.000000000","-576.22000000","0.01650000","-9.51000002","0.00000000","0.00000000","0.00000000","-9.51000002"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MHB2","76","0.000000000","1.66000000","-0.01000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MM1","326","0.100000000","-13073.50000000","0.01950000","-287.57000039","0.00000000","0.00000000","0.00000000","-287.57000039"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MHB2","4","0.000000000","41.02000000","-0.01000000","0.40999999","0.00000000","0.00000000","0.00000000","0.40999999"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MRD1","177","0.000000000","6620.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","REMBOURSEMENT","29283915","Interchange","MRC2","37","0.000000000","217.50000000","-0.01750000","3.80000001","0.00000000","0.00000000","0.00000000","3.80000001"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’interchange","VENTE","29283915","Interchange","MIP","352","0.000000000","-9344.79000000","0.02000000","-186.88999981","0.00000000","0.00000000","0.00000000","-186.88999981"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MSI","187","0.000400000","10438.17000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MM1D","74","0.020000000","-432.00000000","0.00000000","-1.48000000","0.00000000","0.00000000","0.00000000","-1.48000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MTKV","","0.000000000","-43.59000000","0.00140000","-0.14000000","0.00000000","0.00000000","0.00000000","-0.14000000"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais pour carte non présente AVS","MHB2","25","0.000000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MHB4","198","0.000000000","-55577.56000000","0.00004000","-2.26000009","0.00000000","0.00000000","0.00000000","-2.26000009"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais pour carte non présente AVS","NONE","504","0.000000000","22453.74000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MSI","60","0.000000000","-3235.96000000","0.00004000","-0.14000000","0.00000000","0.00000000","0.00000000","-0.14000000"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Frais d’évaluation transfrontalière","MRC7","76","0.000000000","253.43000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MHB2","22","0.002000000","-569.44000000","0.00000000","-0.03999997","0.00000000","0.00000000","0.00000000","-0.03999997"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MIPU","17","0.000000000","-170.00000000","0.00600000","-1.02000000","0.00000000","0.00000000","0.00000000","-1.02000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MHB2","6","0.000000000","18.12000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MIPU","449","0.000000000","1415.64000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","Mastercard Frais NABU","NONE","2422","0.019500000","-105614.58000000","0.00000000","-47.86999879","0.00000000","0.00000000","0.00000000","-47.86999879"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","Mastercard Frais NABU","NONE","482","0.019500000","-22144.20000000","0.00000000","-9.61000002","0.00000000","0.00000000","0.00000000","-9.61000002"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MM1","","0.000000000","-13071.24000000","0.00140000","-18.33999904","0.00000000","0.00000000","0.00000000","-18.33999904"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MHB2","25","0.020000000","0.00000000","0.00000000","-0.50000000","0.00000000","0.00000000","0.00000000","-0.50000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MCSF","","0.000000000","-1400.00000000","0.00140000","-1.96000000","0.00000000","0.00000000","0.00000000","-1.96000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MStd","2","0.000000000","200.00000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MSI","60","0.002000000","-3235.96000000","0.00000000","-0.14000000","0.00000000","0.00000000","0.00000000","-0.14000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MHB2","450","0.002000000","-10.08000000","0.00000000","-0.88000108","0.00000000","0.00000000","0.00000000","-0.88000108"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais NABU - non intérieur","NONE","40","0.029500000","-1429.68000000","0.00000000","-1.20000000","0.00000000","0.00000000","0.00000000","-1.20000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MIP","352","0.000000000","-9344.79000000","0.00850000","-79.43000001","0.00000000","0.00000000","0.00000000","-79.43000001"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Activation numérique","NONE","630","0.020000000","-24391.49000000","0.00000000","-12.60000000","0.00000000","0.00000000","0.00000000","-12.60000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Frais d’évaluation transfrontalière","MRC7","103","0.000000000","3054.55000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Activation numérique","NONE","758","0.000000000","-140876.31000000","0.00020000","-28.13000000","0.00000000","0.00000000","0.00000000","-28.13000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MHB2","","0.000000000","-569.44000000","0.00140000","-0.79000007","0.00000000","0.00000000","0.00000000","-0.79000007"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MHB4","","0.000000000","-10270.00000000","0.00140000","-14.31999984","0.00000000","0.00000000","0.00000000","-14.31999984"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MStd","","0.000000000","-200.00000000","0.00140000","-0.28000000","0.00000000","0.00000000","0.00000000","-0.28000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Mastercard Frais NABU","MSI","1","0.019500000","-141.47000000","0.00000000","-0.02000000","0.00000000","0.00000000","0.00000000","-0.02000000"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais NABU - non intérieur","NONE","502","0.029500000","-7.92000000","0.00000000","-15.02999991","0.00000000","0.00000000","0.00000000","-15.02999991"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais NABU - non intérieur","NONE","647","0.029500000","-1603.65000000","0.00000000","-19.33999995","0.00000000","0.00000000","0.00000000","-19.33999995"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais NABU - non intérieur","MHB2","28","0.029500000","-8.74000000","0.00000000","-0.84000000","0.00000000","0.00000000","0.00000000","-0.84000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais de connectivité","NONE","611","0.002000000","-11353.65000000","0.00000000","-0.83999980","0.00000000","0.00000000","0.00000000","-0.83999980"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MIPU","","0.000000000","-1374.56000000","0.00140000","-1.95000102","0.00000000","0.00000000","0.00000000","-1.95000102"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MRD1","177","0.002000000","-5580.00000000","0.00000000","-0.41999992","0.00000000","0.00000000","0.00000000","-0.41999992"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Signalement et infrastructure","MM1D","715","0.000400000","-3840.00000000","0.00000000","-0.24000125","0.00000000","0.00000000","0.00000000","-0.24000125"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MHB2","447","0.002000000","-4.63000000","0.00000000","-0.88000089","0.00000000","0.00000000","0.00000000","-0.88000089"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MSI","","0.000000000","-5383.17000000","0.00140000","-7.42000000","0.00000000","0.00000000","0.00000000","-7.42000000"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MHB2","28","0.020000000","-8.74000000","0.00000000","-0.56000000","0.00000000","0.00000000","0.00000000","-0.56000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MHB2","22","0.000000000","-576.22000000","0.00850000","-4.90000001","0.00000000","0.00000000","0.00000000","-4.90000001"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MHB2","569","0.000000000","944.52000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais NABU - non intérieur","NONE","486","0.029500000","-2058.30000000","0.00000000","-14.55999995","0.00000000","0.00000000","0.00000000","-14.55999995"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MSI","127","0.002000000","2733.71000000","0.00000000","-0.28999998","0.00000000","0.00000000","0.00000000","-0.28999998"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MHB2","76","0.002000000","-123.47000000","0.00000000","-0.14999999","0.00000000","0.00000000","0.00000000","-0.14999999"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MTKV","23","0.020000000","-39.55000000","0.00000000","-0.46000000","0.00000000","0.00000000","0.00000000","-0.46000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Frais d’évaluation transfrontalière","MHB2","76","0.000000000","1.66000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MHB4","183","0.002000000","-27108.56000000","0.00000000","-0.31000001","0.00000000","0.00000000","0.00000000","-0.31000001"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais NABU - non intérieur","MIPU","25","0.029500000","-15.05000000","0.00000000","-0.75000000","0.00000000","0.00000000","0.00000000","-0.75000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MIP","352","0.000000000","-9344.79000000","0.00600000","-56.07000028","0.00000000","0.00000000","0.00000000","-56.07000028"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MHB2","","0.000000000","0.76000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MRC2","","0.000000000","217.50000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MIPU","17","0.000000000","-170.00000000","0.00850000","-1.53000000","0.00000000","0.00000000","0.00000000","-1.53000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Frais d’évaluation transfrontalière","MHB2","6","0.000000000","24.12000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MHB2","569","0.000000000","-940.68000000","0.00850000","-8.05999888","0.00000000","0.00000000","0.00000000","-8.05999888"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais de connectivité","NONE","577","0.002000000","-1074.55000000","0.00000000","-0.87999976","0.00000000","0.00000000","0.00000000","-0.87999976"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MTKV","54","0.000000000","143.05000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MM1","1031","0.002000000","-31081.38000000","0.00000000","-2.01999955","0.00000000","0.00000000","0.00000000","-2.01999955"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Frais de connectivité","MHB2","4","0.002000000","-32.54000000","0.00000000","-0.00999999","0.00000000","0.00000000","0.00000000","-0.00999999"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Frais d’évaluation transfrontalière","MHB2","450","0.000000000","-8.70000000","0.01000000","-0.13999896","0.00000000","0.00000000","0.00000000","-0.13999896"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MIP","","0.000000000","-9344.79000000","0.00140000","-13.08999981","0.00000000","0.00000000","0.00000000","-13.08999981"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MHB2","","0.000000000","1.66000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MHB2","450","0.000000000","10.50000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MHB4","198","0.000000000","-56897.56000000","0.00850000","-483.75000001","0.00000000","0.00000000","0.00000000","-483.75000001"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais d’acquisition de licence","MTKV","53","0.000000000","171.64000000","0.00004000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Évaluation","MHB2","","0.000000000","10.50000000","0.00140000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Évaluation","MRC7","","0.000000000","3054.55000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais NABU - non intérieur","MHB2","25","0.029500000","-0.13000000","0.00000000","-0.75000000","0.00000000","0.00000000","0.00000000","-0.75000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","MC Activation numérique","MHB2","6","0.020000000","-24.12000000","0.00000000","-0.12000000","0.00000000","0.00000000","0.00000000","-0.12000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","Mastercard Frais NABU","MTKV","23","0.019500000","-39.55000000","0.00000000","-0.46000000","0.00000000","0.00000000","0.00000000","-0.46000000"
"Sommaires des frais","PEN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MHB2","2","0.020000000","-3.39000000","0.00000000","-0.04000000","0.00000000","0.00000000","0.00000000","-0.04000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Frais NABU - non intérieur","NONE","836","0.029500000","-98783.79000000","0.00000000","-24.84999960","0.00000000","0.00000000","0.00000000","-24.84999960"
"Sommaires des frais","CLP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MIPU","449","0.000000000","-1414.82000000","0.00850000","-12.00000144","0.00000000","0.00000000","0.00000000","-12.00000144"
"Sommaires des frais","ARS","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Activation numérique","MHB2","25","0.020000000","-0.13000000","0.00000000","-0.50000000","0.00000000","0.00000000","0.00000000","-0.50000000"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de soutien internationaux","MHB2","447","0.000000000","4.63000000","0.00850000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
"Sommaires des frais","COP","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","AUT.","29283915","MC Activation numérique","NONE","612","0.020000000","-8.83000000","0.00000000","-12.24000000","0.00000000","0.00000000","0.00000000","-12.24000000"
"Sommaires des frais","USD","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","VENTE","29283915","MC Frais de connectivité","MTKV","53","0.002000000","-99.54000000","0.00000000","-0.09999995","0.00000000","0.00000000","0.00000000","-0.09999995"
"Sommaires des frais","MXN","USD","MC","Frais d’évaluation et d’interchange","Frais d’évaluation","REMBOURSEMENT","29283915","Frais d’évaluation transfrontalière","MHB2","76","0.000000000","133.07000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000"
